customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
3651-CUST,Male,0,Yes,No,7,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),56.25,352.86,Yes
3652-CUST,Female,0,No,Yes,63,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Electronic check,36.48,2347.15,No
3653-CUST,Male,0,No,No,8,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,82.29,666.68,Yes
3654-CUST,Female,1,No,No,22,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),73.05,1618.46,No
3655-CUST,Female,0,No,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.0,1254.16,No
3656-CUST,Male,0,Yes,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,398.31,No
3657-CUST,Female,0,No,No,0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),69.79,0.0,No
3658-CUST,Female,0,No,Yes,45,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),63.24,2804.79,No
3659-CUST,Male,1,No,No,61,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,67.07,4099.04,No
3660-CUST,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,89.83,55.75,No
3661-CUST,Female,0,No,Yes,43,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),69.46,2992.7,Yes
3662-CUST,Female,0,No,No,4,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Mailed check,40.04,179.88,No
3663-CUST,Male,0,No,No,38,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,37.88,1440.95,No
3664-CUST,Male,0,No,No,65,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),77.72,5047.53,No
3665-CUST,Female,0,Yes,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,768.94,No
3666-CUST,Male,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.91,229.64,No
3667-CUST,Female,0,No,Yes,31,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),72.08,2211.48,Yes
3668-CUST,Female,1,Yes,No,42,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,No,Credit card (automatic),39.25,1691.64,No
3669-CUST,Female,0,Yes,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,133.59,Yes
3670-CUST,Female,0,No,Yes,58,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,37.17,2119.29,Yes
3671-CUST,Female,0,No,Yes,10,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),65.24,689.52,Yes
3672-CUST,Male,0,Yes,No,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.0,494.29,No
3673-CUST,Female,1,No,Yes,38,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),41.82,1588.52,No
3674-CUST,Male,0,No,Yes,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.66,551.66,No
3675-CUST,Male,0,Yes,No,71,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),29.85,2125.34,No
3676-CUST,Female,0,Yes,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.24,497.59,No
3677-CUST,Female,0,No,No,31,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),73.97,2320.43,No
3678-CUST,Male,0,No,No,45,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,83.72,3768.49,No
3679-CUST,Male,0,Yes,No,27,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),77.52,2107.24,No
3680-CUST,Male,1,Yes,No,6,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),73.52,422.58,Yes
3681-CUST,Female,0,Yes,Yes,34,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),78.85,2681.53,Yes
3682-CUST,Male,1,No,No,65,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,84.8,5520.06,Yes
3683-CUST,Female,0,Yes,No,21,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),66.73,1403.5,No
3684-CUST,Female,0,No,Yes,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.34,552.43,Yes
3685-CUST,Female,0,Yes,No,2,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),36.62,45.07,No
3686-CUST,Male,0,No,No,45,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,42.89,1963.85,No
3687-CUST,Female,0,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.71,981.14,No
3688-CUST,Female,1,No,No,7,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),65.77,445.71,Yes
3689-CUST,Female,1,No,No,3,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,No,Electronic check,32.54,117.51,No
3690-CUST,Female,1,Yes,No,14,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Mailed check,64.5,894.72,No
3691-CUST,Female,0,Yes,Yes,43,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),76.94,3301.74,Yes
3692-CUST,Male,1,No,No,38,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,77.87,2978.71,Yes
3693-CUST,Female,0,Yes,Yes,28,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),41.47,1155.93,Yes
3694-CUST,Female,0,No,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,1274.34,No
3695-CUST,Male,0,Yes,No,61,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Mailed check,75.66,4626.02,No
3696-CUST,Female,0,Yes,Yes,33,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),76.43,2504.8,No
3697-CUST,Male,0,No,Yes,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.0,478.09,Yes
3698-CUST,Female,0,No,Yes,17,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,52.64,882.6,No
3699-CUST,Male,1,No,No,62,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),65.82,4062.39,No
3700-CUST,Male,0,Yes,Yes,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.0,917.28,No
3701-CUST,Female,0,Yes,No,53,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),48.96,2591.74,No
3702-CUST,Female,1,No,Yes,41,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),73.45,2966.09,No
3703-CUST,Female,0,Yes,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.0,942.68,No
3704-CUST,Male,1,Yes,No,51,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,78.05,3948.27,No
3705-CUST,Male,0,Yes,No,12,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,81.66,960.88,Yes
3706-CUST,Male,0,Yes,No,31,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Credit card (automatic),54.43,1680.42,No
3707-CUST,Female,0,No,No,65,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Electronic check,74.56,4849.73,No
3708-CUST,Male,0,No,No,57,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),73.52,4194.09,Yes
3709-CUST,Male,0,No,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),28.76,1104.38,No
3710-CUST,Female,0,No,Yes,26,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),69.77,1816.44,Yes
3711-CUST,Male,0,No,No,53,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),74.83,3936.55,No
3712-CUST,Male,1,No,No,71,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,81.17,5781.46,No
3713-CUST,Female,0,No,No,72,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,75.37,5425.25,No
3714-CUST,Male,0,Yes,No,42,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Two year,No,Credit card (automatic),64.18,2688.63,No
3715-CUST,Female,0,Yes,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.0,948.53,No
3716-CUST,Female,0,No,No,13,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),44.08,559.0,No
3717-CUST,Female,0,Yes,No,7,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),49.32,322.15,Yes
3718-CUST,Female,1,Yes,No,34,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),72.51,2437.68,No
3719-CUST,Female,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.47,355.92,No
3720-CUST,Male,0,No,Yes,54,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.0,914.9,No
3721-CUST,Male,0,No,No,51,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),65.42,3330.08,No
3722-CUST,Female,0,Yes,No,71,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,69.2,4922.34,No
3723-CUST,Female,0,No,No,48,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Electronic check,80.51,3858.58,No
3724-CUST,Male,0,No,Yes,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,77.66,570.9,No
3725-CUST,Female,0,No,Yes,36,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),38.96,1399.43,Yes
3726-CUST,Female,0,Yes,No,65,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),69.28,4482.84,No
3727-CUST,Female,0,Yes,Yes,40,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),45.35,1779.63,No
3728-CUST,Male,0,Yes,No,72,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),73.13,5262.73,No
3729-CUST,Male,0,Yes,Yes,26,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,51.04,1319.96,No
3730-CUST,Female,0,Yes,Yes,19,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,66.94,1234.13,Yes
3731-CUST,Female,1,Yes,No,37,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,73.85,2707.64,Yes
3732-CUST,Male,0,No,Yes,11,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,45.03,463.53,Yes
3733-CUST,Male,0,No,No,41,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),86.1,3515.1,No
3734-CUST,Female,0,No,No,49,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,39.84,1933.07,No
3735-CUST,Female,1,Yes,No,30,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,Yes,Mailed check,41.36,1245.65,No
3736-CUST,Male,1,Yes,No,64,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),87.55,5586.29,Yes
3737-CUST,Male,1,Yes,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.0,952.31,No
3738-CUST,Male,0,Yes,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.06,703.66,No
3739-CUST,Female,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,18.0,1279.54,No
3740-CUST,Male,0,No,Yes,38,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Electronic check,32.63,1214.05,No
3741-CUST,Female,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.65,623.14,Yes
3742-CUST,Male,0,No,No,28,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),45.23,1275.1,No
3743-CUST,Male,0,No,No,39,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,41.42,1596.49,No
3744-CUST,Male,0,No,Yes,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),21.43,631.56,No
3745-CUST,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,60.3,70.08,Yes
3746-CUST,Female,0,No,No,27,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),73.68,2029.23,No
3747-CUST,Female,0,No,No,46,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),60.79,2825.26,No
3748-CUST,Male,1,No,Yes,31,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),33.63,1026.57,No
3749-CUST,Female,0,No,Yes,31,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,No,Electronic check,42.14,1276.45,No
3750-CUST,Male,0,Yes,Yes,26,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Electronic check,77.4,2014.26,No
3751-CUST,Male,0,No,Yes,53,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),44.7,2371.95,No
3752-CUST,Male,0,No,No,55,No,No phone service,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),55.37,3053.28,No
3753-CUST,Male,0,No,Yes,30,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Mailed check,74.75,2241.41,No
3754-CUST,Female,0,Yes,No,23,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,36.18,823.82,Yes
3755-CUST,Male,0,Yes,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,633.4,No
3756-CUST,Male,0,No,No,29,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,70.11,2048.75,No
3757-CUST,Female,1,No,No,54,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,83.58,4509.48,Yes
3758-CUST,Male,0,Yes,No,63,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),41.01,2610.27,No
3759-CUST,Male,0,No,No,32,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,86.79,2768.28,Yes
3760-CUST,Male,0,No,Yes,45,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),46.07,2100.48,No
3761-CUST,Female,1,Yes,Yes,32,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,69.99,2223.65,No
3762-CUST,Male,0,No,Yes,67,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,71.07,4743.11,No
3763-CUST,Female,0,Yes,Yes,63,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),30.65,1936.79,No
3764-CUST,Male,1,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.69,617.9,No
3765-CUST,Male,1,No,No,28,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),74.35,2066.24,No
3766-CUST,Female,1,No,Yes,61,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),63.79,3856.97,Yes
3767-CUST,Male,0,No,No,29,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),50.87,1481.4,No
3768-CUST,Male,0,Yes,No,11,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.27,169.23,Yes
3769-CUST,Female,1,No,No,66,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),35.61,2348.18,No
3770-CUST,Female,0,No,Yes,14,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),25.67,314.07,Yes
3771-CUST,Female,0,No,Yes,9,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,48.27,439.55,Yes
3772-CUST,Female,0,Yes,No,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.0,1087.17,No
3773-CUST,Female,0,Yes,Yes,22,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Credit card (automatic),50.8,1155.7,No
3774-CUST,Male,1,No,No,10,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,71.37,718.44,Yes
3775-CUST,Female,0,No,No,15,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,59.24,893.06,Yes
3776-CUST,Male,0,Yes,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.0,854.39,Yes
3777-CUST,Male,1,No,No,13,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Credit card (automatic),67.22,890.86,No
3778-CUST,Male,0,No,Yes,5,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),71.85,344.57,Yes
3779-CUST,Female,0,No,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.92,750.53,Yes
3780-CUST,Female,0,No,Yes,16,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,32.42,517.46,No
3781-CUST,Male,0,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.49,734.37,Yes
3782-CUST,Female,0,No,Yes,9,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),49.41,459.34,No
3783-CUST,Female,0,Yes,No,45,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),18.0,786.81,No
3784-CUST,Female,0,No,Yes,48,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,49.11,2355.21,Yes
3785-CUST,Female,0,No,No,8,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,80.02,640.63,Yes
3786-CUST,Male,0,No,No,38,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,43.57,1674.32,No
3787-CUST,Male,0,No,No,1,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),49.72,82.25,No
3788-CUST,Female,0,Yes,Yes,67,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,No,Mailed check,73.41,4971.65,No
3789-CUST,Male,0,Yes,No,51,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,68.24,3510.61,Yes
3790-CUST,Female,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.73,177.31,No
3791-CUST,Female,0,Yes,No,36,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Electronic check,47.13,1695.45,No
3792-CUST,Male,0,No,No,71,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,49.38,3541.37,No
3793-CUST,Male,0,Yes,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),22.21,426.51,No
3794-CUST,Male,1,Yes,Yes,51,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),68.44,3515.78,No
3795-CUST,Female,0,Yes,No,4,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),77.69,291.37,Yes
3796-CUST,Male,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,69.42,70.16,Yes
3797-CUST,Female,0,No,No,4,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,35.65,189.58,Yes
3798-CUST,Male,1,No,No,31,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,84.9,2598.3,Yes
3799-CUST,Male,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),78.49,1436.54,Yes
3800-CUST,Female,0,Yes,No,3,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,78.12,226.54,Yes
3801-CUST,Female,0,Yes,Yes,45,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,86.1,3864.91,No
3802-CUST,Female,0,No,No,25,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,No,Mailed check,38.7,990.77,Yes
3803-CUST,Female,0,No,Yes,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,23.66,1158.63,No
3804-CUST,Female,0,Yes,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.45,543.86,No
3805-CUST,Female,0,No,No,70,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.29,1417.13,No
3806-CUST,Female,0,No,No,31,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),40.66,1270.69,No
3807-CUST,Female,0,Yes,No,43,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),56.35,2437.94,No
3808-CUST,Male,0,Yes,No,25,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,77.09,1884.11,No
3809-CUST,Female,0,No,Yes,60,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),81.33,4933.1,No
3810-CUST,Female,0,Yes,Yes,50,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,69.39,3494.16,No
3811-CUST,Male,0,Yes,No,58,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),42.19,2431.29,No
3812-CUST,Female,0,No,Yes,37,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,74.2,2738.85,Yes
3813-CUST,Male,1,Yes,Yes,25,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),78.09,1964.28,Yes
3814-CUST,Male,0,No,No,44,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),31.79,1420.36,Yes
3815-CUST,Female,1,Yes,Yes,30,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,69.53,2074.4,No
3816-CUST,Male,0,No,Yes,69,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,68.43,4705.14,No
3817-CUST,Female,1,No,Yes,44,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Mailed check,75.39,3304.94,No
3818-CUST,Male,0,Yes,No,30,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),41.6,1232.94,No
3819-CUST,Male,0,Yes,Yes,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,1059.56,No
3820-CUST,Male,0,No,No,47,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,36.08,1656.83,Yes
3821-CUST,Female,0,No,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.35,803.91,No
3822-CUST,Female,0,No,No,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,1077.91,No
3823-CUST,Male,0,Yes,No,60,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,No,Mailed check,47.65,2864.97,Yes
3824-CUST,Male,0,No,No,51,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),61.6,3141.6,Yes
3825-CUST,Female,0,No,No,51,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Mailed check,42.43,2208.34,No
3826-CUST,Female,0,No,No,61,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),70.13,4308.09,No
